"strata","time","n.risk","n.event","surv","std.err","lower","upper"
"Trt=OrcoMinus",58.8,11,1,0.416666666666667,0.100634560737427,0.259539852885055,0.668918893115038
"Trt=OrcoMinus",60.3333333333333,10,1,0.375,0.0988211768802619,0.223727807016363,0.628553964191473
"Trt=OrcoMinus",60.5833333333333,9,1,0.333333333333333,0.0962250448649376,0.189303230443548,0.586947781349382
"Trt=OrcoMinus",65.6666666666667,8,1,0.291666666666667,0.0927804806658846,0.156356432432444,0.544073838990921
"Trt=OrcoMinus",66.15,7,1,0.25,0.0883883476483184,0.125024410931402,0.499902375339262
"Trt=OrcoMinus",68.5,6,1,0.208333333333333,0.0828981693493981,0.0955116008314884,0.454424147432662
"Trt=OrcoMinus",69.05,5,1,0.166666666666667,0.0760725774312731,0.0681287118857565,0.40772498127306
"Trt=OrcoMinus",71.1666666666667,4,1,0.125,0.0675077156084152,0.0433719191340152,0.360256136043236
"Trt=OrcoMinus",74.65,3,1,0.0833333333333333,0.0564169333655275,0.0221081592897653,0.314112285578623
"Trt=OrcoMinus",80,2,1,0.0416666666666667,0.04078937543219,0.00611658837154872,0.283836512390898
"Trt=OrcoMinus",94.4333333333333,1,1,0,NA,NA,NA
"Trt=OrcoPlus",48.5333333333333,23,1,0.956521739130435,0.0425225779932022,0.876706690037546,1
"Trt=OrcoPlus",66.2,22,1,0.91304347826087,0.0587533847558414,0.804854797782958,1
"Trt=OrcoPlus",67.1333333333333,21,1,0.869565217391304,0.0702237263554129,0.742269189094544,1
"Trt=OrcoPlus",77.2166666666667,20,1,0.826086956521739,0.0790341964475118,0.684839468071899,0.996466605022982
"Trt=OrcoPlus",95.3166666666667,19,1,0.782608695652174,0.0860061487037983,0.630957910599588,0.970708759207681
"Trt=OrcoPlus",112.983333333333,18,1,0.739130434782609,0.0915605371517001,0.579799217968031,0.942246527231519
"Trt=OrcoPlus",114.683333333333,17,1,0.695652173913043,0.0959438755421514,0.530878341628212,0.911568450100481
"Trt=OrcoPlus",117.283333333333,16,1,0.652173913043478,0.0993113462122018,0.483887794040992,0.878986447048942
"Trt=OrcoPlus",124.066666666667,15,1,0.608695652173913,0.10176384751376,0.438624996034787,0.844708806668283
"Trt=OrcoPlus",130.266666666667,14,1,0.565217391304348,0.103366526385575,0.394955736281187,0.808877223662974
"Trt=OrcoPlus",132.016666666667,13,1,0.521739130434783,0.104158618631047,0.352794485102477,0.771587232004983
"Trt=OrcoPlus",133.783333333333,12,1,0.478260869565217,0.104158618631047,0.312093624849656,0.732900133629659
"Trt=OrcoPlus",137.366666666667,11,1,0.434782608695652,0.103366526385575,0.272838055950502,0.692850255678743
"Trt=OrcoPlus",152.366666666667,10,1,0.391304347826087,0.10176384751376,0.235043640599402,0.651449629682042
"Trt=OrcoPlus",153.566666666667,9,1,0.347826086956522,0.0993113462122019,0.19875908277071,0.608691613389324
"Trt=OrcoPlus",160.933333333333,8,1,0.304347826086956,0.0959438755421514,0.164071778734114,0.56455534253678
"Trt=OrcoPlus",161.1,7,1,0.260869565217391,0.0915605371517,0.131119397219929,0.519014970321778
"Trt=OrcoPlus",163.35,6,1,0.217391304347826,0.0860061487037983,0.100111221957813,0.472064752400727
"Trt=OrcoPlus",178.783333333333,5,1,0.173913043478261,0.0790341964475118,0.0713684858537532,0.423796950853776
"Trt=OrcoPlus",185.65,4,1,0.130434782608696,0.0702237263554129,0.0454069062607454,0.374683807271092
"Trt=OrcoPlus",208.95,3,1,0.0869565217391304,0.0587533847558414,0.0231300187195777,0.32691009742105
"Trt=OrcoPlus",231.983333333333,2,1,0.0434782608695652,0.0425225779932022,0.0063941177804605,0.295640342131112
